57 10 2 | 14844 15 33.6465 1.15746e-09 6.17791e-09 | 29564 60 32.9566 0 -2.74144e-08 | 15492 36 32.9566 0 -5.25394e-06
58 10 2 | 15052 15 35.1413 8.61369e-09 3.86111e-08 | 29700 61 34.1113 0 -2.95997e-09 | 15444 45 34.1113 0 -2.1783e-07
59 10 2 | 14928 15 34.6494 2.6678e-11 1.56057e-12 | 29780 59 33.7922 0 -7.99766e-09 | 15740 44 33.7922 0 -2.91268e-07
60 10 2 | 14964 16 36.4469 1.88006e-10 6.00654e-07 | 29404 62 35.855 0 -9.02856e-09 | 15632 42 35.855 0 -5.48883e-06
61 10 2 | 14928 15 36.3578 9.94756e-12 8.64911e-13 | 29504 57 35.6887 0 -5.05657e-08 | 15452 36 35.6887 0 -6.87025e-07
62 10 2 | 14840 15 31.2353 2.70055e-09 1.75378e-08 | 29484 58 30.5847 0 -1.02487e-09 | 15588 36 30.5847 0 -4.63547e-06
63 10 3 | 14728 15 26.7485 1.63769e-09 6.81572e-09 | 29604 58 26.0053 0 -1.20202e-08 | 15504 39 26.0053 0 -4.8941e-07
64 10 2 | 15092 48 30.2623 1.25103e-07 5.73565e-07 | 29524 58 29.4534 0 -2.10956e-08 | 15544 65 29.4534 0 -2.49085e-06
65 10 3 | 14888 15 31.0638 2.77401e-10 2.70416e-09 | 29800 59 30.5934 0 -1.34603e-09 | 15540 42 30.5934 0 -1.03536e-07
66 10 2 | 14780 14 32.5657 3.98888e-14 1.97374e-06 | 29572 64 31.917 0 -3.84717e-09 | 15496 42 31.917 0 -1.00576e-06
67 10 2 | 14792 15 26.3679 1.27322e-10 8.52804e-12 | 29820 64 25.6249 0 -3.11486e-08 | 15440 87 25.6249 0 -2.58428e-06
68 10 2 | 15084 14 32.1903 1.20292e-09 1.47713e-10 | 29836 62 31.1662 0 -9.60782e-10 | 15460 54 31.1662 0 -7.35279e-06
69 10 2 | 14716 15 36.3459 4.53061e-11 7.21939e-08 | 29564 61 35.3034 0 -5.73985e-08 | 15404 40 35.3034 0 -3.41117e-06
70 10 2 | 14832 14 32.0701 3.46551e-14 6.8009e-06 | 29532 61 31.369 0 -4.29214e-09 | 15444 41 31.369 0 -9.19683e-07
71 10 2 | 14884 14 32.2048 1.76927e-14 6.14264e-07 | 29288 62 31.6387 0 -9.24209e-10 | 15612 44 31.6387 0 -1.1696e-06
72 10 2 | 14976 14 33.2965 9.31195e-10 1.41601e-10 | 29568 61 32.457 0 -8.32794e-09 | 15624 89 32.457 0 -1.99662e-07
73 10 2 | 14996 15 30.2256 5.26299e-09 1.84154e-07 | 29552 56 29.542 0 -6.74316e-08 | 15456 48 29.542 0 -2.98673e-06
74 10 3 | 14904 15 32.5664 8.30899e-10 3.45884e-09 | 29936 59 32.0411 0 -4.14459e-09 | 15628 41 32.0411 0 -6.47916e-06
75 10 2 | 15052 16 30.779 3.01469e-10 1.37914e-09 | 29680 55 29.8068 0 -5.52444e-08 | 15432 47 29.8068 0 -1.90933e-06
76 10 2 | 14968 14 32.0356 1.04219e-14 8.33955e-07 | 29876 61 30.9929 0 -7.78414e-10 | 15576 40 30.9929 0 -5.40402e-07
77 10 2 | 14872 15 32.1674 2.24081e-10 3.34313e-11 | 29584 63 31.3098 0 -1.18665e-08 | 15532 44 31.3098 0 -7.51108e-06
78 10 2 | 15012 15 33.6202 7.46423e-10 3.54344e-09 | 29720 60 33.0885 0 -8.98332e-09 | 15396 39 33.0885 0 -3.06965e-06
79 10 3 | 14960 14 32.2653 9.44762e-09 6.30876e-09 | 29276 64 31.3831 0 -1.60433e-09 | 15672 63 31.3831 0 -5.58014e-06
80 10 2 | 14868 14 31.8225 9.69905e-15 2.86015e-06 | 29612 58 30.9972 0 -3.97236e-08 | 15736 43 30.9972 0 -3.10765e-07
81 10 3 | 14800 15 28.546 1.0433e-09 9.44223e-09 | 29372 61 27.9276 0 -3.16898e-09 | 15612 71 27.9276 0 -2.62077e-06
82 10 2 | 14788 13 33.4682 1.85451e-14 2.81455e-06 | 29676 63 32.8637 0 -8.12493e-10 | 15504 33 32.8637 0 -7.1266e-07
83 10 2 | 14976 14 32.4094 1.34991e-14 2.27226e-06 | 29676 57 31.6285 0 -1.13522e-08 | 15436 31 31.6285 0 -2.49214e-06
84 10 3 | 14808 15 27.0358 3.6874e-09 3.04664e-08 | 29384 59 26.3407 0 -4.25778e-09 | 15456 59 26.3407 0 -5.06494e-06
85 10 2 | 15092 16 27.6823 1.45189e-09 6.26967e-08 | 29776 58 27.0895 0 -5.61109e-08 | 15460 65 27.0895 0 -5.25687e-06
86 10 3 | 14964 14 33.9393 9.0957e-15 2.21295e-07 | 29812 62 33.1466 0 -3.5848e-10 | 15636 48 33.1466 0 -1.11358e-06
87 10 3 | 14988 15 29.5082 6.74399e-09 8.56589e-08 | 29788 63 29.0949 0 -5.46037e-09 | 15700 49 29.0949 0 -5.49647e-07
88 10 2 | 14852 16 35.4741 3.62938e-09 3.12965e-08 | 29376 64 34.5719 0 -5.58679e-09 | 15672 59 34.5719 0 -7.35732e-06
89 10 2 | 14880 15 28.7686 6.75322e-16 7.40953e-07 | 29240 59 28.1773 0 -1.11169e-08 | 15540 39 28.1773 0 -7.06419e-07
90 10 3 | 14808 13 30.0881 1.62594e-14 3.40627e-06 | 29408 59 29.4769 0 -2.11705e-09 | 15468 40 29.4769 0 -1.16499e-07
91 10 2 | 14988 15 29.1547 2.11817e-15 7.27896e-07 | 29440 58 28.5591 0 -3.76532e-08 | 15572 47 28.5591 0 -5.20748e-06
92 10 3 | 14812 15 31.5625 1.75579e-09 2.60623e-10 | 29688 62 30.8843 0 -1.1045e-08 | 15752 47 30.8843 0 -1.75522e-07
93 10 3 | 14928 14 30.965 3.73004e-14 1.43513e-06 | 29856 57 30.0951 0 -4.92903e-08 | 15532 45 30.0951 0 -4.90489e-06
94 10 2 | 14932 14 30.8807 3.20701e-14 5.43514e-07 | 29760 62 30.0451 0 -3.04023e-08 | 15616 51 30.0451 0 -2.39403e-06
95 10 2 | 14840 14 33.8082 2.7823e-14 8.31026e-07 | 29644 63 33.004 0 -3.2092e-10 | 15492 42 33.004 0 -2.02443e-07
96 10 2 | 14872 16 29.3848 3.45071e-10 6.41807e-09 | 29464 59 28.9213 0 -4.49328e-09 | 15524 45 28.9213 0 -5.13184e-06
97 10 2 | 14976 38 29.9894 9.36331e-07 1.91915e-06 | 29892 62 29.5671 0 -2.25362e-09 | 15528 69 29.5671 0 -2.61368e-06
98 10 2 | 14904 14 28.7939 3.63085e-09 4.50881e-10 | 29516 59 28.0254 0 -8.28478e-09 | 15384 41 28.0254 0 -3.38324e-06
99 10 3 | 14816 14 32.8842 3.18335e-09 5.27614e-10 | 29728 55 32.3873 0 -1.02956e-08 | 15440 35 32.3873 0 -5.2797e-06
100 10 2 | 14844 24 30.2167 1.97516e-08 7.50297e-07 | 29480 63 29.5316 0 -8.08001e-10 | 15668 60 29.5316 0 -3.97136e-07
1 20 10 | 16988 51 87.5834 4.44644e-15 3.95287e-06 | 52248 174 86.1144 0 -4.7246e-08 | 16496 189 86.1144 0 -2.30686e-06
2 20 10 | 17020 42 91.4376 9.31164e-11 1.99903e-05 | 52660 206 89.9982 0 -5.91966e-08 | 16660 168 89.9982 0 -5.58998e-06
3 20 10 | 16960 42 91.7295 2.71461e-09 2.76209e-06 | 52564 183 90.2626 0 -8.28396e-08 | 16708 123 90.2626 0 -1.01709e-06
4 20 10 | 17060 48 87.2025 2.76886e-14 1.94963e-06 | 52140 197 85.4158 0 -1.39506e-10 | 16620 118 85.4158 0 -1.33537e-06
5 20 11 | 17152 47 90.0679 2.38782e-09 5.32684e-06 | 52656 181 87.8378 0 -1.08996e-09 | 16744 184 87.8378 0 -4.81059e-06
6 20 10 | 16948 48 93.7421 3.36514e-09 7.04623e-06 | 52164 171 92.2871 0 -6.74165e-09 | 16888 124 92.2871 0 -1.62377e-06
7 20 11 | 16912 56 88.5318 1.20518e-09 3.81036e-09 | 52836 239 86.9904 0 -2.52841e-09 | 16588 245 86.9904 0 -4.64726e-06
8 20 11 | 16836 52 87.5749 1.98085e-10 5.77832e-06 | 52940 196 85.7577 0 -3.09204e-08 | 16632 210 85.7577 0 -6.59688e-06
9 20 10 | 16984 84 89.458 1.13891e-08 4.23579e-06 | 51928 211 87.0481 0 -1.19349e-09 | 16604 151 87.0481 0 -1.45482e-05
10 20 11 | 17224 48 91.3098 2.39149e-15 4.54615e-05 | 52928 230 88.9412 0 -2.40992e-10 | 16600 133 88.9412 0 -2.27485e-06
11 20 10 | 17260 49 87.1283 3.25007e-09 1.5287e-06 | 52240 192 85.5133 0 -1.67648e-09 | 16656 132 85.5133 0 -6.86767e-06
12 20 11 | 17012 69 88.9686 1.97279e-08 6.1299e-06 | 52716 219 87.6418 0 -1.64051e-10 | 16768 121 87.6418 0 -5.19213e-06
13 20 10 | 17040 52 93.4299 4.62128e-11 3.70169e-06 | 52252 171 91.5497 0 -4.23196e-10 | 16852 127 91.5497 0 -3.38862e-06
14 20 11 | 17004 111 92.8807 2.62431e-06 3.6524e-05 | 53108 176 90.9078 0 -8.09206e-08 | 16828 129 90.9078 0 -7.54415e-06
15 20 10 | 16888 78 86.0219 1.18095e-06 3.1574e-05 | 52344 204 84.4893 0 -1.70422e-08 | 16728 169 84.4893 0 -2.01131e-05
16 20 10 | 17076 79 95.733 1.11403e-08 1.55541e-06 | 52236 211 93.4239 0 -8.77694e-09 | 16572 127 93.4239 0 -5.0157e-07
17 20 10 | 17180 50 87.4985 9.13343e-11 3.09813e-06 | 52768 189 84.8933 0 -3.54808e-08 | 16720 144 84.8933 0 -1.88898e-06
18 20 10 | 17020 53 83.7579 7.08112e-11 2.20416e-06 | 51620 190 82.3363 0 -5.60545e-11 | 16744 147 82.3363 0 -7.97909e-06
19 20 10 | 17204 50 91.7455 6.48336e-11 6.03382e-08 | 53688 178 89.2176 0 -5.85605e-10 | 16736 124 89.2176 0 -2.85986e-06
20 20 10 | 16856 53 84.4702 1.96105e-15 9.41489e-06 | 52120 205 82.8538 0 -1.24295e-08 | 16860 174 82.8538 0 -4.0038e-06
21 20 10 | 17044 52 95.0632 8.65815e-09 1.88259e-10 | 52892 179 93.2348 0 -8.65324e-09 | 16504 120 93.2348 0 -1.15343e-06
22 20 10 | 17060 151 95.1117 2.37239e-06 4.44218e-05 | 52516 210 93.067 0 -8.93545e-09 | 16640 178 93.067 0 -1.27252e-06
23 20 10 | 17016 56 85.6347 2.86914e-09 5.44897e-06 | 51972 206 83.5154 0 -4.81448e-09 | 16564 137 83.5153 0 -2.05736e-06
24 20 10 | 16920 43 83.6674 2.58946e-15 2.75357e-06 | 52812 205 82.7726 0 -5.94173e-09 | 16628 174 82.7726 0 -3.50453e-06
25 20 11 | 17084 102 93.2836 2.80335e-06 3.53937e-05 | 52552 210 91.7368 0 -9.67125e-09 | 16548 164 91.7368 0 -6.93621e-07
26 20 11 | 16884 79 87.5519 8.63557e-10 5.54362e-06 | 52072 196 85.7722 0 -1.6169e-08 | 16508 132 85.7722 0 -5.22521e-06
27 20 10 | 17104 49 84.5598 4.72295e-10 5.77662e-06 | 52404 203 82.6752 0 -1.65504e-08 | 16632 249 82.6752 0 -3.47748e-06
28 20 10 | 16948 49 92.6153 4.10032e-15 8.1867e-06 | 52096 214 90.6333 0 -1.05616e-08 | 16736 163 90.6333 0 -3.4633e-06
29 20 10 | 16948 140 94.0803 1.65881e-07 1.65886e-05 | 51648 195 91.2782 0 -5.10644e-09 | 16580 131 91.2781 0 -7.33389e-06
30 20 11 | 17052 130 93.7401 5.24103e-07 7.05865e-06 | 52644 197 92.2709 0 -3.16485e-09 | 16780 120 92.2709 0 -6.75371e-07
31 20 10 | 17204 45 86.6185 5.62034e-14 7.45047e-05 | 52456 200 84.4931 0 -1.89579e-09 | 16624 142 84.4931 0 -3.16639e-06
32 20 10 | 16912 196 89.5838 2.62051e-08 3.91764e-06 | 52520 178 88.1514 0 -5.26105e-08 | 16748 145 88.1514 0 -1.97319e-06
33 20 10 | 17032 44 83.9881 3.194e-09 1.90847e-06 | 53044 202 82.6123 0 -6.22149e-08 | 16712 177 82.6123 0 -3.42535e-06
34 20 10 | 16888 48 91.6045 4.99626e-09 1.00135e-05 | 52676 199 89.8806 0 -9.32744e-10 | 16728 125 89.8806 0 -3.15363e-07
35 20 10 | 17036 57 87.8874 1.95105e-10 5.5221e-06 | 52028 199 86.2713 0 -8.77228e-10 | 16716 130 86.2712 0 -3.22435e-06
36 20 10 | 16996 87 89.1021 2.14507e-08 2.18355e-06 | 52156 190 87.0766 0 -7.81203e-09 | 16636 128 87.0766 0 -6.55729e-06
37 20 10 | 16968 115 89.8659 1.41403e-06 2.99209e-05 | 52684 196 87.6079 0 -3.10011e-08 | 16568 123 87.6079 0 -6.50719e-06
38 20 10 | 16956 75 91.6714 5.47437e-08 3.2917e-06 | 52292 179 90.3385 0 -1.73066e-09 | 16772 111 90.3385 0 -2.55602e-05
39 20 10 | 17032 51 89.9328 2.72853e-15 2.31357e-05 | 51820 201 88.3451 0 -4.302e-10 | 16840 142 88.3451 0 -7.91307e-07
40 20 10 | 17064 49 95.7887 2.42222e-15 8.40632e-06 | 52700 187 93.643 0 -6.1639e-10 | 16596 149 93.643 0 -1.24679e-05
41 20 11 | 17024 155 91.2546 1.88638e-08 8.75118e-06 | 52736 187 89.2964 0 -2.83688e-08 | 16500 188 89.2964 0 -1.44997e-06
42 20 10 | 16864 73 86.3796 2.7217e-08 6.89259e-06 | 52672 182 84.917 0 -9.49539e-09 | 16588 185 84.917 0 -3.30423e-06
43 20 10 | 17152 186 86.6749 1.1506e-08 5.14394e-06 | 52420 197 84.8333 0 -8.00264e-11 | 16712 143 84.8333 0 -4.78992e-06
44 20 10 | 17204 55 91.2049 1.87098e-15 1.59252e-05 | 51804 198 89.9571 0 -3.86703e-08 | 16812 135 89.9571 0 -5.52517e-06
45 20 10 | 17000 75 92.1422 1.11142e-05 7.78717e-05 | 52480 205 89.7852 0 -1.68074e-08 | 16588 149 89.7852 0 -1.29904e-06
46 20 10 | 16992 52 87.9982 2.73755e-15 1.83648e-05 | 52872 213 86.4359 0 -9.19499e-09 | 16700 119 86.4359 0 -6.17187e-06
47 20 10 | 16956 88 85.1179 4.75156e-08 1.77269e-06 | 52280 208 83.5297 0 -7.12479e-08 | 16564 147 83.5297 0 -1.72042e-06
48 20 10 | 17088 101 98.2417 2.30788e-08 1.66223e-05 | 52044 192 96.3014 0 -1.79872e-08 | 16628 128 96.3014 0 -1.04504e-05
49 20 10 | 17128 53 90.7388 1.64375e-09 2.17514e-06 | 52204 192 88.6607 0 -2.91761e-08 | 16592 160 88.6607 0 -1.00483e-05
50 20 10 | 16844 53 81.621 3.00377e-15 6.54664e-06 | 52640 230 80.1849 0 -1.30399e-08 | 16840 128 80.1849 0 -1.01442e-05
51 20 10 | 17048 52 89.0091 3.18695e-15 1.42252e-05 | 51780 206 87.2987 0 -1.39216e-08 | 16624 128 87.2987 0 -4.14116e-06
52 20 10 | 17020 47 88.3709 2.20932e-15 2.0999e-05 | 52148 183 86.3659 0 -1.88303e-08 | 16916 116 86.3659 0 -1.37056e-06
53 20 10 | 16904 50 95.309 7.22132e-09 1.171e-05 | 52788 165 93.4601 0 -3.31574e-08 | 16660 112 93.4601 0 -3.17098e-05
54 20 10 | 17164 53 97.0621 1.57315e-14 4.236e-06 | 52904 174 95.1676 0 -9.67572e-09 | 16780 122 95.1676 0 -1.46155e-06
55 20 11 | 16996 48 88.9795 9.50912e-15 3.38555e-06 | 52428 204 86.5329 0 -5.06036e-09 | 16852 152 86.5329 0 -4.16081e-06
56 20 10 | 17008 53 86.826 2.58946e-15 1.71663e-05 | 52220 185 85.1629 0 -6.0474e-09 | 16656 123 85.1629 0 -3.29528e-06
57 20 10 | 16984 45 87.6818 1.89715e-15 9.20612e-06 | 52880 180 86.1912 0 -1.69873e-10 | 16720 146 86.1912 0 -5.31049e-06
58 20 10 | 16924 69 91.8848 5.64917e-09 3.96047e-06 | 52672 216 89.7845 0 -4.4307e-09 | 16744 204 89.7845 0 -1.58211e-05
59 20 11 | 16896 49 88.8497 3.60254e-14 3.90959e-05 | 52308 214 86.7015 0 -1.04077e-09 | 16896 153 86.7015 0 -5.00806e-06
60 20 10 | 17000 48 88.9194 1.96105e-15 2.75725e-05 | 53008 212 87.0749 0 -3.55575e-09 | 16576 164 87.0749 0 -3.19877e-06
61 20 10 | 17000 48 89.7243 4.55882e-14 3.81846e-05 | 53016 171 88.0543 0 -1.49807e-08 | 16784 128 88.0543 0 -4.85151e-06
62 20 11 | 16928 56 89.4929 4.92307e-09 5.29364e-06 | 52404 188 87.1278 0 -1.22367e-08 | 16784 154 87.1278 0 -2.16384e-06
63 20 11 | 17016 54 96.7208 3.7908e-10 6.18677e-06 | 52496 207 94.4313 0 -2.74993e-10 | 16552 144 94.4313 0 -2.06879e-06
64 20 10 | 16980 62 88.579 5.54533e-08 2.05857e-06 | 51484 186 86.3114 0 -4.90613e-09 | 16700 164 86.3114 0 -1.40089e-06
65 20 10 | 17000 72 89.1437 5.12384e-08 9.51267e-06 | 51468 198 87.1015 0 -4.48562e-08 | 16660 154 87.1015 0 -3.29256e-07
66 20 10 | 17000 105 90.5224 7.04166e-07 1.12991e-05 | 52300 205 88.9706 0 -6.03142e-11 | 16580 123 88.9706 0 -2.33008e-06
67 20 10 | 17148 48 87.2966 2.66454e-15 1.42676e-05 | 52008 202 85.3334 0 -5.12673e-10 | 16496 124 85.3334 0 -3.3765e-06
68 20 10 | 16916 50 89.1041 2.90283e-09 1.91632e-06 | 52768 184 86.8804 0 -3.90508e-08 | 16600 155 86.8804 0 -2.50148e-05
69 20 10 | 17076 48 87.459 6.80389e-09 4.0201e-06 | 51656 217 86.2156 0 -3.78785e-10 | 16560 156 86.2156 0 -3.49944e-06
70 20 10 | 16912 48 86.9532 9.81679e-15 2.66087e-05 | 52188 184 85.2242 0 -1.50992e-09 | 16772 127 85.2242 0 -2.55686e-06
71 20 11 | 16992 50 93.1426 6.55868e-09 1.05753e-06 | 53356 179 91.4729 0 -7.88843e-11 | 16656 112 91.4729 0 -2.28054e-05
72 20 10 | 17064 91 86.1711 2.62233e-08 4.35202e-06 | 52400 208 84.5469 0 -2.32934e-08 | 16536 127 84.5469 0 -6.19583e-06
73 20 10 | 16908 148 92.1056 1.04601e-08 4.95465e-06 | 50732 200 90.4106 0 -1.54839e-09 | 16652 162 90.4106 0 -6.99665e-06
74 20 10 | 17024 44 90.9379 2.27528e-15 5.91639e-05 | 52816 219 88.8123 0 -1.17504e-08 | 16604 163 88.8123 0 -8.02631e-07
75 20 10 | 17076 53 90.3388 1.49981e-09 2.53819e-11 | 51860 184 87.8121 0 -3.18052e-08 | 16748 121 87.8121 0 -3.63165e-06
